gene,top_go
9436@,response to stimulus
7707@,developmental process
10871@,response to stimulus
3812@,response to stimulus
3823@,response to stimulus
3808@,response to stimulus
8808@,biological regulation
81628@,response to stimulus
5603@,response to stimulus
9053@,response to stimulus
5269@,multicellular organismal process
60676@,response to stimulus
79752@,response to stimulus
23209@,response to stimulus
6750@,response to stimulus
9819@,response to stimulus
80303@,response to stimulus
10725@,cellular process
51719@,biological regulation
91862@,cellular process
23308@,biological regulation
825@,biological regulation
6300@,biological regulation
149628@,response to stimulus
27330@,developmental process
2878@,response to stimulus
54499@,cellular process
57003@,multicellular organismal process
3484@,cellular process
9709@,biological regulation
22926@,cellular process
55161@,cellular process
1388@,cellular process
55160@,biological regulation
92305@,localization
55432@,biological regulation
8988@,response to stimulus
27129@,response to stimulus
285533@,cellular process
101928527@,cellular process
3068@,cellular process
26608@,cellular process
57414@,cellular process
58477@,cellular process
1047@,cellular process
125972@,cellular process
3338@,response to stimulus
55298@,cellular process
9797@,cellular process
27230@,cellular process
5526@,cellular process
11153@,cellular process
26353@,response to stimulus
51768@,biological regulation
1200@,cellular process
64224@,cellular process
10130@,cellular process
23190@,response to stimulus
10106@,cellular process
10954@,cellular process
116138@,cellular process
3316@,response to stimulus
51528@,response to stimulus
4189@,cellular process
2134@,cellular process
3300@,biological regulation
148327@,cellular process
51283@,cellular process
135138@,reproductive process
23197@,cellular process
387923@,cellular process
23071@,response to stimulus
51726@,cellular process
10897@,cellular process
121506@,response to stimulus
22824@,response to stimulus
3301@,biological regulation
90809@,metabolic process
80346@,cellular process
84942@,cellular process
25777@,localization
26092@,biological regulation
5620@,cellular process
7443@,cellular process
23592@,biological regulation
23141@,cellular process
6314@,cellular process
10208@,metabolic process
79188@,cellular process
2334@,cellular process
26135@,biological regulation
221496@,localization
140732@,localization
164684@,reproductive process
221035@,cellular process
124491@,cellular process
51280@,cellular process
83983@,reproductive process
5579@,biological regulation
256979@,localization
8815@,cellular process
373509@,biological regulation
23345@,localization
391257@,metabolic process
91754@,cellular process
6676@,localization
23353@,localization
79607@,cellular process
54978@,biological regulation
54927@,cellular process
125988@,cellular process
84266@,localization
8834@,cellular process
55669@,cellular process
23593@,biological regulation
100463289@,biological regulation
84303@,cellular process
55735@,cellular process
285521@,cellular process
10989@,biological regulation
282991@,cellular process
89941@,cellular process
55288@,cellular process
255027@,biological regulation
203245@,cellular process
57143@,cellular process
90529@,cellular process
79680@,cellular process
28978@,biological regulation
79135@,cellular process
81554@,biological regulation
1267@,metabolic process
7755@,biological regulation
29993@,biological regulation
389158@,cellular process
8436@,cellular process
80115@,cellular process
10397@,cellular process
92154@,cellular process
284612@,developmental process
116238@,biological regulation
123720@,cellular process
57048@,biological regulation
9381@,localization
93099@,cellular process
23207@,cellular process
79628@,cellular process
50807@,biological regulation
57088@,cellular process
654463@,cellular process
745@,metabolic process
55971@,cellular process
9788@,developmental process
57047@,cellular process
727910@,biological regulation
80307@,cellular process
83660@,localization
50944@,localization
401236@,cellular process
157922@,cellular process
89927@,biological regulation
81551@,cellular process
146057@,cellular process
9793@,biological regulation
89795@,biological regulation
11075@,biological regulation
23271@,biological regulation
347240@,cellular process
57159@,cellular process
22974@,biological regulation
25876@,cellular process
124602@,cellular process
4281@,localization
4130@,behavior
50810@,cellular process
55125@,biological regulation
57606@,biological regulation
10048@,cellular process
85378@,cellular process
27229@,cellular process
10426@,reproductive process
114791@,cellular process
10844@,cellular process
55835@,biological regulation
440145@,cellular process
24139@,biological regulation
51199@,biological regulation
6903@,cellular process
7411@,cellular process
219899@,cellular process
402@,biological regulation
6904@,biological regulation
6902@,cellular process
6905@,cellular process
353238@,cellular process
2120@,cellular process
51608@,localization
8266@,cellular process
25923@,cellular process
22931@,cellular process
10345@,biological regulation
51062@,cellular process
81562@,cellular process
118813@,biological regulation
163590@,cellular process
23023@,cellular process
10313@,cellular process
64225@,cellular process
65055@,cellular process
51308@,localization
7732@,response to stimulus
64598@,cellular process
79748@,cellular process
339122@,cellular process
79895@,localization
146456@,cellular process
653125@,cellular process
400@,cellular process
9712@,localization
116068@,cellular process
57198@,localization
653075@,cellular process
148229@,localization
93643@,cellular process
115560@,cellular process
8874@,cellular process
9659@,cellular process
54808@,cellular process
728047@,cellular process
738@,localization
283796@,cellular process
643699@,cellular process
79659@,biological regulation
342096@,cellular process
728498@,cellular process
55889@,cellular process
128989@,cellular process
222068@,biological regulation
440270@,cellular process
101059918@,cellular process
51112@,localization
26003@,cellular process
3801@,cellular process
60684@,cellular process
653073@,cellular process
57531@,cellular process
51332@,cellular process
400451@,cellular process
653641@,cellular process
9529@,biological regulation
51361@,cellular process
50999@,cellular process
1452@,cellular process
653643@,cellular process
85462@,cellular process
10494@,response to stimulus
65243@,cellular process
283768@,cellular process
23015@,cellular process
23363@,biological regulation
11018@,cellular process
100132979@,cellular process
729786@,cellular process
80124@,metabolic process
2804@,cellular process
653720@,cellular process
10565@,biological regulation
57584@,cellular process
653061@,cellular process
27314@,cellular process
5862@,cellular process
79591@,cellular process
8799@,cellular process
92960@,cellular process
8800@,cellular process
51534@,cellular process
51028@,cellular process
653145@,cellular process
29911@,cellular process
51160@,localization
79156@,cellular process
10254@,cellular process
55654@,cellular process
23317@,cellular process
84313@,cellular process
84376@,localization
84067@,cellular process
23325@,cellular process
93343@,cellular process
57403@,cellular process
5869@,cellular process
728113@,cellular process
64400@,cellular process
11267@,biological regulation
259173@,cellular process
55353@,biological regulation
8027@,cellular process
256471@,cellular process
80317@,biological regulation
54664@,localization
3257@,cellular process
157807@,cellular process
134829@,cellular process
53@,cellular process
23585@,localization
63894@,localization
4864@,localization
10042@,localization
100307126@,localization
55275@,localization
10368@,biological regulation
